shandalar_id	shandalar_internal_id	name	moxfield_id	scryfall_id
.8842	8193	Saltfield Recluse	EPlR9	ecb21c04-d3f7-4960-9b9b-2354e98becb7
.8843	8393	Seal of Primordium	kX3Z1	fd5592ab-6883-4c5a-8d50-d9530d905b19
.8844	8504	Serendib Sorcerer	EP7Kp	5270c9cb-f322-4a21-b985-be8670c317cb
.8845	8522	Serra's Boon	Yegem	eca4d77a-0bb2-464c-a85f-a22b3d15d7cd
.8851	8759	Simian Spirit Guide	LGDqn	0e57335d-4066-4d73-83cd-67a215e01a4e
.8852	8824	Skirk Shaman	kqJP3	59b675da-f709-4aa3-8967-c9771234f9d8
.8853	14736	Sophic Centaur	LmAXz	582cefca-6c11-4df3-8b54-46309dafff4a
.8855	9355	Stingscourger	EgebX	d6bcc2bc-75a7-4b01-856b-4e0b8703e302
.8859	9533	Sunlance	kyr46	82ab72c3-1f76-45ff-84b4-05f403866d44
.8860	9642	Synchronous Sliver	EJqNm	c02fa57b-4b7f-46e1-b2b5-6b1a9e9d1643
.8861	9780	Temporal Extortion	YdqMG	883a1afb-423d-4f12-93e1-75cc336553b8
.8862	9801	Teneb, the Harvester	E1Z43	b4b4cb9d-eb4b-47c6-969c-5868490207fb
.8863	15099	Tidewalker	EZqpD	9464c2aa-8f12-4654-89c5-3323d7e7ab73
.8864	10014	Timbermare	LRqed	2d604bac-58b7-4479-8ab8-2e0680746e0e
.8868	10166	Treacherous Urge	Yx599	22563bcd-1f29-4544-ba43-173ead61e62a
.8869	10304	Uktabi Drake	k7zl8	8b8c401a-8c66-4054-894f-afd866b3b95b
.8872	10461	Vampiric Link	kAa7A	a9be1058-0668-4938-8801-e9a98464651c
.8874	15294	Venarian Glimmer	LGqoZ	5cfab012-f57a-4018-bfe3-8eac073f6ee8
.8875	10635	Vitaspore Thallid	kpgZ0	cad14bc9-b90e-48e0-9e72-173874dab6bc
.8878	10706	Vorosh, the Hunter	EbOMJ	35943c5a-24ea-48dc-8ba3-956e0ec93cc6
.8879	15410	Waning Wurm	Yeqem	b20b0048-f93a-4349-b5d1-201ab0a38d1b
.8880	10940	Whitemane Lion	EW6Gb	2d243be1-b67a-44b5-9453-a9f8583c0014
.8881	10964	Wild Pair	kXRRZ	f3153d2c-9168-4889-9179-23faa9c48721
.8882	11028	Wistful Thinking	kXqeA	d5031831-49ee-4c54-9200-448b8953f915
.8886	11584	Augur il-Vec	YdP9r	1c1fdf86-22aa-4c18-a971-8ff1fd8b3de1
.8887	698	Augur of Skulls	EJBW4	945404d5-9e44-45e7-84fd-5f8c893e7d27
.8888	11598	Aven Augur	Yjr5p	c7599618-cbd9-4013-b0a5-4ba77fd52ab4
.8890	875	Barren Glory	k7BXb	12220d53-3356-4541-aa43-a0de6ed3f7d0
.8891	883	Baru, Fist of Krosa	LVa0O	1a74fcde-7685-402c-9b2a-245aa75d75c1
.8893	1032	Blade of the Sixth Pride	k9gq0	d8b1b493-2dec-4816-a427-4813a00ca3e9
.8894	11728	Blind Phantasm	EroaM	6b26ee7b-de1a-4a39-9580-89941c3d0f21
.8895	1155	Bloodshot Trainee	E6KQw	779a130b-1d23-4a20-9914-dbdc2268ae3b
.8896	11771	Bogardan Lancer	EJB44	44814464-e5b6-46c6-ac2e-d7234add43f4
.8897	1204	Boldwyr Intimidator	Ydaje	aba9a42c-6bb8-4f77-9d3a-e749713b2431
.8898	1210	Bonded Fetch	YdQWz	de72afaf-a4b4-431c-8831-86ddfba2403c
.8899	1271	Bound in Silence	kyr4D	41a0a78e-08cc-4eb0-8891-6c3eec5b595b
.8901	1600	Centaur Omenreader	kanra	5807814f-7b18-431a-8031-898ff70ad69f
.8902	1669	Char-Rumbler	LGDBn	13f696f9-afa2-40c4-950a-e1e01c452017
.8904	1817	Cloud Key	Erdbn	6f880de5-8fc5-4e4e-a4bb-cc3e61a7697b
.8905	1827	Cloudseeder	EPlRv	a9adcc82-0754-4cb7-ac28-e5624f563b7f
.8906	1837	Coalition Relic	E688N	a9fae620-8fa5-44db-8326-11cb323c626e
.8907	2116	Cryptic Annelid	E54ra	5377e2d9-a846-4533-aeaf-9144ca8765da
.8908	12150	Cutthroat il-Dal	LDKbp	d4123bab-d61e-4d69-b9ca-1fff3a11335a
.8912	2296	Daybreak Coronet	EJKAR	818537cd-4c95-4538-b61f-c276a6fc8864
.8914	2380	Deepcavern Imp	E0jj2	13cfa5f3-495f-457b-ad44-bd2cf3414ce4
.8916	2792	Dryad Arbor	Ege8Z	bb3a843b-2dea-4b44-be74-c09c18b9b969
.8918	2890	Edge of Autumn	YoAQz	1c72229c-f3da-4e35-af79-14452efe581b
.8919	3001	Emberwilde Augur	ky5R6	9a118b11-c9b9-423e-8cad-839f8e6aa0ec
.8920	3004	Emblem of the Warmind	Lwo52	03ab2a41-315b-439c-b02c-f12335fc903a
.8922	12506	Even the Odds	LR30J	f704cd76-dca8-4526-b03f-7e3753d8fbb5
.8923	12559	Fatal Attraction	kpoP4	930ff9ec-6b97-445e-b274-7c8c5fe0c0fc
.8926	12656	Flowstone Embrace	Yxo1Q	f3969cc7-92b9-45cd-9a4f-d94c2178a04d
.8927	12670	Fomori Nomad	kOKXw	cfd3eadb-74bb-423b-923f-a6fc2259e0d7
.8928	3587	Force of Savagery	YnrJv	b344511d-631e-4f1d-9d7d-d7c89a473d1b
.8929	3596	Foresee	Yvlgq	2ecf2ee8-6b93-4757-89c4-f1e76509a217
.8932	3875	Gibbering Descent	Yv45e	d4839a0b-47db-4464-9e9a-0e976d468106
.8933	12783	Gift of Granite	YjrDp	d7b5231b-aed9-4b88-aba5-43e57a705dc5
.8934	3941	Glittering Wish	Erdqn	0c89645b-5e53-48c0-b4bb-9f22332c7658
.8935	4089	Goldmeadow Lookout	E6wp9	99c0eb4c-c8f1-40cf-ae0a-a413432b4c5f
.8937	12876	Grave Scrabbler	EW6j1	d6c53e52-8d63-4628-bfb9-8abe4c7c7f4a
.8940	4266	Grove of the Burnwillows	E1ZRB	de4b75ad-7539-4184-a940-6014a0327b3a
.8942	4451	Heartwood Storyteller	YoAqz	7a5e2f7a-8cfe-4d1b-a68d-7e6d8d10bd27
.8943	13005	Henchfiend of Ukor	ErdDR	d6a8f7ae-bb2b-4ecc-b020-427486315855
.8946	4769	Ichor Slick	Yx26G	33faa287-2a12-4a94-8d42-77da2b24d86f
.8947	4811	Imperial Mask	LwoK2	bb02f692-80a9-4740-afde-cb4792d24774
.8952	13204	Judge Unworthy	E166x	ce06e910-e130-4975-92db-1399ff3d44b7
.8956	5364	Korlash, Heir to Blackblade	kpom4	32f1f022-da7f-49a4-881d-b3a2c54c38eb
.8959	13430	Llanowar Augur	kXByD	1c8c9473-97f4-4875-8f06-d3a70d4cbe6d
.8960	5655	Llanowar Empath	E65B7	8ad19d75-b506-4d5c-bd94-40e8a1be7f27
.8961	5657	Llanowar Mentor	YdQqv	e0f894e7-adf7-4fe5-811a-8e2d8c8a88d6
.8962	5658	Llanowar Reborn	YdnRz	b77f3af2-0ebd-47b4-8011-fc402a887744
.8964	5698	Lost Auramancers	YnglR	c0595c72-5b32-4d7b-8efc-7ce5c83504dd
.8965	13446	Lost Hours	Ynrdv	4dfff4a8-43ae-41d4-acca-998234f9df35
.8966	13460	Lucent Liminid	Egjyx	cd700719-2f65-4fd5-b3aa-3e9402560c79
.8971	5820	Magus of the Vineyard	E1xNB	63005c92-fc0b-45dc-b488-489350527453
.8973	13548	Mass of Ghouls	YNmmZ	cd816d37-7a9e-485e-9ed9-20c1c15a26dd
.8974	6073	Mesmeric Sliver	EW9W5	b8bf083e-d0ec-4df9-a17a-8a28ad13d594
.8975	6170	Minions' Murmurs	YMPPX	0c42fded-49e8-4c69-8ade-ba5e76e44b45
.8976	13650	Mistmeadow Skulk	Y83py	b18ff12f-3b0e-404a-8e35-3f7d05d0c0a7
.8978	11399	Muraganda Petroglyphs	Lz5q4	b103cb22-93b2-4206-9f80-5f966155e07e
.8981	6472	Narcomoeba	YlOwj	a3e23275-2261-4d6d-88d8-124342334391
.8982	6582	New Benalia	L4beG	a11a0f9c-2253-468f-a9c0-42e1e38aad96
.8984	6640	Nimbus Maze	EJRN8	711dbdb1-7ec3-4fb4-8364-d34f5e143fd1
.8985	13789	Nix	LmvJz	3dab4f64-2a91-409a-b83b-45b22afd22ff
.8993	14007	Pooling Venom	E0Rz3	0911fb8b-d27a-4afc-9114-212f3e090393
.8994	14071	Putrid Cyclops	L3zKR	14e82edf-8acc-4024-bb88-f727f632b061
.8998	7652	Ramosian Revivalist	L4ge6	250ee8d2-6f03-44a5-8f4c-ced4eaa4cdea
.9001	7924	Riddle of Lightning	kX3qr	3e380151-abb6-457c-bac9-39f1a3744ed0
.9003	7935	Riftsweeper	k7pB1	785d5a98-97b2-4a9e-83ee-2a74479add7b
.9004	7999	Rites of Flourishing	kqXXD	ab014d5a-aec5-4ea8-bfb4-1392f43c1b30
.9005	8014	River of Tears	Lmd2W	a8de9ac4-e03f-4d08-b836-83f461159bd3
.9006	8194	Saltskitter	EZb8D	823bdf79-998f-4d7c-834d-7a474cfa895e
.9008	14400	Sarcomite Myr	Yx2ey	8636ba4f-07ef-4327-8e4a-6c2d8f90b264
.9009	8338	Scourge of Kher Ridges	LwoaQ	bede410a-8b5c-48c0-8f5d-d8bd17e0b86b
.9011	14475	Second Wind	EQO8y	061d2f8f-1166-4579-9609-d8ba5db79172
.9012	8449	Seht's Tiger	kp7xq	5970a4c8-0e1f-42cc-bd8e-7ba3946c6e41
.9017	8823	Skirk Ridge Exhumer	LKB2m	4e783332-ea4e-4330-ba91-d23e5a58a7eb
.9018	14650	Skizzik Surger	EbJy9	4b232c36-bff1-4f5e-98a6-ce6a98591aa6
.9020	8922	Sliver Legion	E542P	87545415-2e27-4841-a3af-7653af2ba6d3
.9021	8925	Sliversmith	YoAej	83458352-9634-4cd7-bed1-6f7743c56c1f
.9022	14704	Snake Cult Initiation	YnrVp	93b47606-82d1-402c-b1c6-591457b10d86
.9023	9064	Soultether Golem	kAjxA	6efa61f0-c7bd-49e2-9d66-bf15ad0e9d03
.9024	9079	Sparkspitter	Lm2Nx	91e67cab-496b-4b07-a045-b332d378ae74
.9027	9168	Spin into Myth	kymGX	8997e542-bcce-4fd3-af78-4b520b64c026
.9028	9194	Spirit en-Dal	Ero0b	ec0d6477-9c50-4196-a04f-da73b5a07e01
.9031	14862	Steamflogger Boss	EPo8R	007ce039-def1-4039-a0a0-ba72e8872dc5
.9032	9401	Storm Entity	LKJq0	6f6e88a5-0d1f-4587-b855-42ab5452ddc8
.9033	9437	Street Wraith	YvlJx	7d078cad-7f2b-4bef-b637-46aec9c8ed36
.9034	9459	Stronghold Rats	E0jDv	87761f00-bfbc-42dc-b96d-9f4258b43a8b
.9036	9609	Sword of the Meek	LD2eb	5a0c2773-3205-4ac4-b31c-c54fb06fdd7c
.9038	9709	Tarmogoyf	LKJqb	69daba76-96e8-4bcc-ab79-2f00189ad8fb
.9039	9710	Tarox Bladewing	Y8rnO	0b06bd73-c45a-4560-bd8d-413608c5f89e
.9040	9905	Thornweald Archer	EbNx7	f61b7811-ff6c-4767-921d-e8e88913e820
.9042	10060	Tolaria West	Y8BVA	b005eef6-75f3-454f-a42b-d851bc84ac4e
.9046	10485	Vedalken Aethermage	YemVm	496eb37d-5c8f-4dd7-a0a7-3ed1bd2210d6
.9047	10503	Veilstone Amulet	kXBKA	3705d3e4-317e-460d-b16e-e57238a19070
.9049	10524	Venser, Shaper Savant	E0jBl	c08dabd1-c043-4bcf-afa8-271225a099e1
.9053	15515	Witch's Mist	EZbWD	651c7735-088d-495b-a58f-69abf4cac197
.9054	11115	Wrap in Vigor	EPr9J	92d53533-b10e-430a-a6f6-58ecb508be77
.9059	393	Amoeboid Changeling	E1KKR	068518d2-f061-4061-b208-158e991156b6
.9060	422	Ancient Amphitheater	EJOom	c68137c5-c2f9-4b0d-ac4b-12c519854166
.9062	519	Arbiter of Knollridge	EgVRr	1fc2e7c4-5dbe-49f4-8c3f-192e7544df74
.9064	660	Ashling's Prerogative	kaxx8	d850d95e-ba27-49cc-aa7a-42508852fe20
.9066	701	Auntie's Hovel	kA55a	098685c9-cd85-4279-a3b5-b495485bba35
.9068	765	Avian Changeling	kam52	1fe4fba9-5ff4-4e4b-be28-2849fa3c7003
.9069	11621	Axegrinder Giant	YnooZ	8595e9a1-010e-48a7-91e4-3d2722c8dbc0
.9070	907	Battle Mastery	Lma2p	5266595d-5320-4dea-8e4a-dd6c1a032871
.9071	922	Battlewand Oak	kOvvo	8a128ea6-cd00-4410-8dc4-cf66ce6f0fa1
.9072	11696	Benthicore	EJvvM	f240d225-9fbf-438a-93c3-5fef325035e8
.9073	11707	Black Poplar Shaman	LRzzz	11a1fc03-5719-49ed-9d53-d8ea5693373e
.9074	1040	Blades of Velis Vel	EJgJB	83b17fb1-4a33-454f-9222-c6d5671c7e2f
.9075	1083	Blind-Spot Giant	EWKJb	87d76ed9-7a2c-466f-be39-1f7880744c33
.9077	11769	Bog-Strider Ash	Egmmp	310a1b54-56d9-496a-b910-90cc55996ad4
.9078	1193	Boggart Birth Rite	Yedd1	1bb4916d-ab50-45c9-bf7e-e7a7e761aef4
.9079	11775	Boggart Forager	LK44d	fbc26374-d8de-4740-b1ec-ac92cfedbebc
.9080	1194	Boggart Harbinger	LGvvo	8ea8d2b8-bcac-410d-aa5a-e4a74f7d5315
.9081	11776	Boggart Loggers	k9dde	9ed9a638-c3f9-48dd-9633-5c52146e0dcd
.9082	1195	Boggart Mob	kq33e	a61990de-0daf-4340-8e6b-c49852d46980
.9083	1197	Boggart Shenanigans	E5X6a	b52534b3-5dfe-4019-a518-4e15899988f4
.9084	1198	Boggart Sprite-Chaser	EbAAn	6341b73b-a035-45a2-908d-879c8eed4bbd
.9086	1332	Brigid, Hero of Kinsbaile	LwNNl	da70a20f-213e-4d79-a46f-1ef1fc3f4a51
.9087	1353	Brion Stoutarm	Eg64p	b097c70a-d1d6-4972-b94d-d7d8a6f443e2
.9094	1590	Cenn's Heir	EJvDp	a7610d2f-e35f-42fa-a3fb-fcae54bf5a1d
.9096	1655	Changeling Berserker	EPvPp	9f2e8f24-2ee1-4516-bf60-7fe6a0c4baec
.9097	1656	Changeling Hero	YdJJ8	24f0c586-a1a5-4907-801a-7815c4dceb39
.9098	11947	Changeling Titan	LK44g	2d5b9719-2861-477e-bb78-225fd03d7bbc
.9102	12056	Consuming Bonfire	EbAA0	56a4ec08-5029-4f7b-a93b-a5dad4be5113
.9103	2049	Crib Swap	YnwOA	6c53df6a-618d-40d4-a390-44b2e3202d7d
.9104	2103	Crush Underfoot	Lmnjp	756025a8-1096-4e7c-bbfe-6237e4a76216
.9106	2268	Dauntless Dourbark	LVOrx	ad87cb77-6b49-4e93-9151-29f53b48dd4b
.9108	2354	Deathrender	kXzar	ea48de8d-edcd-414e-b630-473af2d95abe
.9109	12234	Deeptread Merrow	YBojj	42ebd6ff-2b1c-4e93-81cc-81998459c5c7
.9110	2629	Dolmen Gate	L4DxO	fdcbf10e-32f2-41c5-a7a2-5f24662892d2
.9112	2718	Dread	kOvdX	9b608658-9150-439b-b0a0-4a994722b95c
.9113	2747	Dreamspoiler Witches	Y2GRV	0e893376-f82b-49b5-b641-85d2458ae261
.9114	12373	Drowner of Secrets	LzNZN	149aa77e-fc10-4b9b-8f38-cc6db5be7b79
.9115	2896	Ego Erasure	ErNBo	f577831b-2aa2-44a1-bd6b-ef111bc2e211
.9116	2972	Elvish Branchbender	YeDMy	f3731491-097c-4915-acab-1da2d5176b37
.9117	12431	Elvish Eulogist	L3Xrn	df88baac-0d92-4b67-a417-aac79c74aa64
.9118	12433	Elvish Handservant	E5xAB	9854f9a9-160c-4c96-b871-0f85914597d0
.9119	2976	Elvish Harbinger	Yo5nV	78db70ff-f68c-474a-9785-12a71be4f699
.9120	2984	Elvish Promenade	kqKWx	20602cb8-f925-4de0-ad4b-86d0f5514384
.9122	3088	Epic Proportions	YMg0B	7412373a-da0f-4bec-866c-5e1087f49914
.9123	12501	Ethereal Whiskergill	k9dP6	5b9fa774-fb6d-4a2f-96d5-a449a423312e
.9124	12517	Exiled Boggart	kXvox	5fe41509-02db-415c-964e-971ea1d5485c
.9125	3219	Eyeblight's Ending	EW0q1	9423fc5f-5a3b-46e3-8193-2542a0b35386
.9126	12537	Eyes of the Wisent	EZa67	c6725b96-7390-4599-9d5f-ba08755605af
.9127	3231	Facevaulter	Lw5Bl	a1a25f62-0ef5-4941-b9af-1ce1a63fb5e8
.9128	3238	Faerie Harbinger	EQvm2	f9bdc319-4e06-420b-ba54-6cb994d4e279
.9129	3246	Faerie Tauntings	YedBK	33727782-dafd-4a7c-96dd-6ffaf667cc6b
.9130	3247	Faerie Trickery	LGvKQ	defb9f0b-195e-4aeb-92c1-8f827ad6724b
.9131	3266	Fallowsage	EbAB0	d4237352-4e0e-4f40-946b-2a61753674d4
.9133	3311	Fathom Trawl	kq3BJ	cd9c0bd7-f8a9-4d13-9a06-acc8bfb3d68b
.9135	3314	Favor of the Mighty	kA5NJ	20d858be-4c03-4819-94e9-ca4ca3de9032
.9136	12607	Final Revels	YxNMR	99f3744a-71c4-4a54-9e1c-92420526b792
.9137	12613	Fire-Belly Changeling	YvBg8	803f388a-0f92-4984-ace5-02fbeaa0cf28
.9140	3473	Flamekin Brawler	k7bGb	42da4ec7-9d30-4c4e-9220-db0f4172bf9c
.9141	12629	Flamekin Harbinger	kA3GJ	2796424c-f6c5-4851-87fb-145a58fe1f60
.9142	3474	Flamekin Spitfire	YdJMw	9a7878e5-fcb0-4de5-8dda-fcdb4b138ec1
.9144	12673	Footbottom Feast	EPW8R	1584404b-c086-4734-89e5-8a10c3f29504
.9145	3591	Forced Fruition	LD6N9	f7ea1c6e-c0af-40b0-b492-8d71f496903e
.9146	3700	Gaddock Teeg	ky6mo	f40cfba1-08b5-4241-bd36-8ae18e584557
.9147	3714	Galepowder Mage	EP7N9	2a02121b-725b-4b1f-aee4-df5f9c4bbed7
.9149	3842	Ghostly Changeling	E6O5N	7d9f1fda-8a94-48fe-9682-5b2fdbc31bad
.9150	3862	Giant Harbinger	E5xNB	1f72f461-98d7-45e0-9968-9afb240fbf1e
.9151	3873	Giant's Ire	E1K83	046fa2db-4c73-401a-b9a4-b039554be625
.9153	3899	Gilt-Leaf Palace	YvNMa	cc4bbbb5-4218-4b2a-9ca2-de4d5f5dda19
.9154	3900	Gilt-Leaf Seer	LVlNB	b437bab9-2279-4160-85fd-d29c7a35ca2c
.9156	12801	Glen Elendra Pranksters	L4DNO	2a71800f-3e67-4cfb-a3b1-8c073a91b909
.9157	12802	Glimmerdust Nap	Y8JNl	e05a4ce4-dbd5-4c47-8b40-c145c7f5d06c
.9158	12817	Goatnapper	YBo9j	78f32852-2a18-453d-910a-829c3a2b5b1b
.9159	12856	Goldmeadow Dodger	YNvX1	5305b5c6-2af6-4b5c-9a57-0a2d2628e2f4
.9160	12923	Guardian of Cloverdell	LwNMd	311c5f1d-7e3b-4397-b05b-f20bde2dc164
.9162	4353	Hamletback Goliath	YnwDp	368ee4e3-c9eb-4898-99cd-bbe148936f99
.9163	12966	Harpoon Sniper	kq3MJ	c10ccaef-2a75-43d6-95f2-c3690ae5c87a
.9164	12985	Heal the Scars	LK4eg	b802a7fe-9c8b-4bc3-95d8-4a5dafcf2c75
.9165	12988	Hearthcage Giant	EbAX0	fb0d4d3f-d3ad-4c70-b9af-9bfcdd9efd1f
.9167	13012	Herbal Poultice	EgmMP	b20925a3-dd4f-477c-806a-a3ec0fd2e00d
.9168	4570	Hillcomber Giant	YlAVl	e3d48857-2fb6-4163-8785-12436db1b37c
.9170	4633	Hoofprints of the Stag	kAP0D	56b90c9f-b717-4a2a-a62d-e878ab7caa81
.9172	13047	Hornet Harasser	kyNMP	45598727-a8b1-4b3e-87c6-70c36f0d4fe8
.9176	13066	Hunter of Eyeblights	YxN9R	bbd5b8db-4a56-45bd-9704-a1316016ec5b
.9177	13070	Hurly-Burly	EPR1m	0236a0a6-c1ed-4355-82a0-a513cf925382
.9178	4799	Immaculate Magistrate	kAvR0	d9208db8-1ba5-4f9c-90a4-03e377ae6f86
.9179	4828	Incandescent Soulstoke	Er1VV	024e80e3-a36f-4c07-99d3-5dd8a2d8998f
.9181	4838	Incremental Growth	E5GWW	e90aaa61-3281-4e8f-9eb3-548896d0c14d
.9186	5016	Jagged-Scar Archers	YNWqg	71c4346a-a330-49ca-909e-08fd8aec7b3f
.9187	5090	Judge of Currents	E6AK9	3073f3f5-bff8-4ec1-a68f-c83d63435843
.9188	13266	Kinsbaile Balloonist	L4D4Z	b6053c20-3632-43e2-8560-259d0c12f235
.9189	5268	Kinsbaile Skirmisher	LVoR5	257c396c-d8cc-487c-a6cb-2892c7e568a1
.9190	13273	Kithkin Daggerdare	E0b6m	90d0d7fd-a580-41af-8e9d-fee74094ec47
.9191	5285	Kithkin Greatheart	L4Gz7	777d091f-7718-434f-894d-2fe40e0e67dd
.9192	5286	Kithkin Harbinger	YvN9e	64735178-3dc5-4a95-92fa-e15bd04e5733
.9193	13274	Kithkin Healer	Ylr9y	44032574-a5bc-4366-af65-9824fd4302a2
.9194	5287	Kithkin Mourncaller	k7nyb	0a8b6f90-c609-4ffd-9136-9fd7a833ebb3
.9195	5336	Knucklebone Witch	LVOeO	7d66b355-9aff-4cce-ae4a-42b233475dcf
.9196	13343	Lace with Moonglove	LGRJx	753434b3-8a58-4b4b-94f8-1b33c0ce92bf
.9200	5612	Lignify	E6Ooo	23464d53-fa76-40e2-84c3-b6d6cc729be4
.9202	13451	Lowland Oaf	kOveK	cdaa7f6a-9639-4bee-aa12-20054d7975d5
.9203	5762	Lys Alana Huntmaster	Ebv3g	0849f67b-da5d-49f7-840f-f87f48518156
.9205	5768	Mad Auntie	kpPJB	00215182-51bd-4c7e-9675-179749a25a07
.9206	5823	Makeshift Mannequin	kqW03	89dfcad2-a737-405b-b3df-9583e6f0dd54
.9207	5919	Marsh Flitter	Eb6v9	64da2ec1-fca9-4488-8ac7-78d645a8bf62
.9208	5945	Masked Admirers	kpbgJ	b8cc3361-046c-4908-8b8d-a0502bfc173a
.9209	6063	Merrow Commerce	LRzvJ	3ad0c3b4-fd24-44ad-8b30-4176f07be3d6
.9210	6064	Merrow Harbinger	LwNX2	b47af11c-1090-4f0a-8eea-64a3b639e535
.9212	6193	Mirror Entity	L485G	6733ee04-a282-43ea-830f-1ba806331c7b
.9213	6217	Mistbind Clique	EZaxm	cfc421e2-0dd4-4bdf-b5f5-a60c4b0df63b
.9214	13680	Moonglove Winnower	EWvgx	effb7761-98a8-4cb8-883a-ddcb91d30c08
.9217	13706	Mudbutton Torchrunner	E1X8x	20c19ccf-999b-4c7d-ae5b-f93555d08a7a
.9218	6456	Nameless Inversion	kAPl5	563c6f58-267a-4ae9-bf72-e0ae0be3b884
.9219	6477	Nath of the Gilt-Leaf	EWRxG	294ccc67-6fc9-411b-9100-ae6a9b7fadfc
.9220	13743	Nath's Buffoon	Lm543	66f077d2-34ab-45fa-84db-eb408c5a9996
.9222	13753	Neck Snap	k7n0b	fc326b79-363e-4c14-86e4-23041f2d6b4f
.9223	13758	Nectar Faerie	EPv38	d943b877-805d-4bc8-a3ae-abec00fa51a6
.9224	13759	Needle Drop	EJv24	d3f89bcf-46f8-4598-a949-7f10134606aa
.9226	6620	Nightshade Stinger	Y2084	c894372f-7d28-4035-b45a-384c5bf8fd1f
.9227	6694	Nova Chaser	Y8Jv7	07f97507-abbe-4c8b-9683-f044e38f8d4b
.9229	6742	Oakgnarl Warrior	kOAz0	7ee2eb87-d70e-49d7-b429-5df70a71c143
.9230	6767	Oblivion Ring	Lznem	bff31eba-8ab3-403e-8d82-37a18b279bec
.9231	13855	Oona's Prowler	LzNXj	9675b8ea-47f9-440e-9535-de879da53f76
.9233	7081	Peppersmoke	Yx1oR	57f45251-e71e-4601-9b51-dbc08ab036c2
.9234	7098	Pestermite	E5wqB	b58a6a63-c7d8-4f2f-acaf-b0a871eb5a7c
.9235	7271	Plover Knights	LK7vd	d84fdc31-43f8-4cb9-b9a8-4ad3d1e90edb
.9239	14047	Protective Bubble	Egmpx	7ab1db58-66b6-4b92-9dcd-e044fa383469
.9240	7428	Prowess of the Fair	LGQB4	b870c742-e799-4276-bb3d-f2c288ce0db8
.9242	14097	Quill-Slinger Boggart	YMpoK	c3a15a9d-46d7-4181-8131-50ba46a11c7b
.9246	8061	Rootgrapple	EZa1m	0fe6051f-6252-4ad1-90ab-d21705a708d1
.9247	8118	Runed Stalactite	YM0BV	a54f50fe-d4c0-49ba-9063-853c76ae3e19
.9248	14422	Scarred Vinebreeder	LGve9	a60c51c2-3a24-4376-850c-cebd4d75adca
.9250	8417	Secluded Glen	EQv0B	9e4afa65-7933-4a64-b50f-a9a9f832b112
.9251	8438	Seedguide Ash	EbAp9	eca605c0-6270-4238-bb77-0bbfd7568807
.9252	14498	Sentinels of Glen Elendra	YdJpr	f48daf7e-2f8e-4179-a145-a6b36dd11d44
.9256	8626	Shields of Velis Vel	Lm5p3	f550f44f-8b8f-4c1d-a583-9fd986d3061c
.9259	8752	Silvergill Douser	LD61N	8875c883-8d56-406b-bd89-42199a6e79f5
.9260	8802	Skeletal Changeling	kyNKN	6f1d8e26-304b-4571-9b33-7713265d9bbf
.9262	14717	Soaring Hope	EWv15	7f6c24b1-af9d-4a9c-9167-faa8a397a361
.9264	9069	Sower of Temptation	EW08y	0d4a3eb3-8b28-49f7-a06c-eae26da6026b
.9265	9123	Spellstutter Sprite	EP02p	3899605d-2203-4ab6-9ff5-69490382eea4
.9266	14796	Spiderwig Boggart	kA5zA	88e77c10-b569-485f-ba3e-16ef0c57dd81
.9270	9253	Springleaf Drum	E13DR	f3b3869b-6da1-4b01-a2e7-2018d478b6e5
.9272	9357	Stinkdrinker Daredevil	Yn0rR	bca9593b-764f-4fb8-80bd-91cdebc83356
.9273	9397	Stonybrook Angler	LVO1q	047709e7-c44f-47e4-a9cc-1d941264e454
.9274	14907	Streambed Aquitects	kp2b1	fdb6b1ae-db92-447f-943a-8d33de940d44
.9276	9535	Sunrise Sovereign	kADj0	9ee59bd3-062b-428c-868c-d68d9009d966
.9277	9561	Surge of Thoughtweft	EPv1R	e0b61fb2-11e5-45ae-873d-85f79f161950
.9278	9563	Surgespanner	YojpA	1d5b00cb-ebc3-44e8-970d-724150eb7876
.9279	9617	Sygg, River Guide	E0bd3	fb1aefaf-1b96-4c08-a73e-98e401655965
.9281	9705	Tar Pitcher	YjDoZ	30f40e38-2fcc-4927-9ce2-2080fa2d832c
.9282	9706	Tarfire	EZR20	5841e5dd-2a4a-42b9-a04f-d7c5c4840d74
.9284	9895	Thorn of Amethyst	YMpV6	e472d4f5-add4-4de3-8718-31a47a35277c
.9285	15065	Thorntooth Witch	kXv8A	140265a2-61c3-4731-989c-9d55c27400ec
.9286	9925	Thoughtseize	EJ3KM	b281a308-ab6b-47b6-bec7-632c9aaecede
.9288	9929	Thousand-Year Elixir	Yn5R5	95c2d832-5244-4236-81d5-2920aa2e281e
.9289	9980	Thundercloud Shaman	L3bzn	17676da2-1d9a-4181-bc6c-1f75750f7578
.9290	15098	Tideshaper Mystic	YedPm	e526ebbf-2041-4c3e-9a20-73bbf6f90251
.9291	10011	Timber Protector	YvNp3	14b93784-cbe5-437a-8235-f6864e413b41
.9292	10180	Treefolk Harbinger	L4D96	9ef45cdc-2e1c-40c7-8978-b09a50f511fb
.9293	15191	Triclopean Sight	Y8J9O	444b5d72-ac5b-43d2-b5dc-0cc4bf63e43d
.9294	10274	Turtleshell Changeling	EJvmm	a72b078e-e324-4775-9d38-08943017a48e
